"","target_taxon_name","...1","source_taxon_name","latitude","longitude","ISO_A2","NAME_ES","searched_taxon_name","country_name","Estatus.Taxonómico","Nombre.Válido","Autoridad","Rango.Taxonómico","Familia","Forma.biológica"
"145","Ericameria parryi",356,"Agapostemon angelicus",37.6952,-111.7611,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"146","Ericameria parryi",438,"Agapostemon angelicus",37.1774,-111.9151,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"147","Ericameria parryi",463,"Agapostemon angelicus",37.29953,-111.12777,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"148","Ericameria parryi",575,"Agapostemon angelicus",37.3322,-111.8752,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"149","Erigeron",30,"Agapostemon angelicus",31.33056,-109.21,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"150","Erigeron",96,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Erigeron",171,"Agapostemon angelicus",40.45,-102.8,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"152","Erigeron",288,"Agapostemon angelicus",37.9313,-111.6912,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"153","Erigeron",494,"Agapostemon angelicus",37.2982,-111.113,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"154","Erigeron bellidiastrum",233,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Erigeron bellidiastrum",432,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"156","Erigeron compositus",313,"Agapostemon angelicus",37.7645,-111.4046,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"157","Erigeron compositus",253,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Erigeron compositus",301,"Agapostemon angelicus",37.8651,-111.317,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"159","Erigeron pumilus",267,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Erigeron pumilus",531,"Agapostemon angelicus",37.29953,-111.12777,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"161","Eriogonum",201,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Eriogonum",520,"Agapostemon angelicus",37.2957,-112.2624,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"163","Erysimum asperum",229,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Erysimum asperum",583,"Agapostemon angelicus",37.30007,-111.1456,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"165","Erysimum asperum",584,"Agapostemon angelicus",37.5068,-111.4078,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"166","Eysenhardtia spinosa",156,"Agapostemon angelicus",29.355,-106.083,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"167","Gaillardia",146,"Agapostemon angelicus",31.59417,-109.06888,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"168","Gaillardia",664,"Agapostemon (Agapostemon) angelicus",35,-108.97,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"169","Gaillardia",669,"Agapostemon (Agapostemon) angelicus",32.2253,-95.0575,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"170","Gaillardia pinnatifida",617,"Agapostemon (Agapostemon) angelicus",31.8022,-97.0914,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"171","Gaillardia pulchella",7,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Gaillardia pulchella",594,"Agapostemon angelicus",33.4820597558,-112.3034584522,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"173","Geraniaceae",306,"Agapostemon angelicus",37.9297,-111.6429,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"174","Geranium viscosissimum",302,"Agapostemon angelicus",37.9453,-111.6444,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"175","Gilia",266,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Gilia",482,"Agapostemon angelicus",37.3811,-111.1126,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"177","Gilia",481,"Agapostemon angelicus",37.441,-111.2307,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"178","Gossypium",5,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Gossypium hirsutum",166,"Agapostemon angelicus",35.35,-101.3,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"180","Gossypium hirsutum",170,"Agapostemon angelicus",35.26,-100.9,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"181","Grindelia",644,"Agapostemon (Agapostemon) angelicus",37.59947,-101.7506,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"182","Grindelia squarrosa",162,"Agapostemon angelicus",33.46,-102.6,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"183","Grindelia squarrosa",184,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Grindelia squarrosa",479,"Agapostemon angelicus",37.3822,-111.0374,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"185","Grindelia squarrosa",312,"Agapostemon angelicus",37.84737,-111.35395,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"186","Grindelia squarrosa",425,"Agapostemon angelicus",37.441,-111.2307,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"187","Grindelia squarrosa",474,"Agapostemon angelicus",37.4817,-111.2205,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"188","Gutierrezia",657,"Agapostemon (Agapostemon) angelicus",39.08,-110.7097,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"189","Gutierrezia sarothrae",204,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Gutierrezia sarothrae",308,"Agapostemon angelicus",37.9286,-111.1832,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"191","Gutierrezia sarothrae",327,"Agapostemon angelicus",37.9829,-111.1782,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"192","Gutierrezia sarothrae",470,"Agapostemon angelicus",37.3066,-111.1437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"193","Helenium laciniatum",154,"Agapostemon angelicus",33.64166,-105.87694,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"194","Helianthus",149,"Agapostemon angelicus",31.35,-106.4667,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"195","Helianthus",270,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Helianthus",152,"Agapostemon angelicus",40.203,-104.325,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"197","Helianthus",155,"Agapostemon angelicus",39.70389,-102.03965,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"198","Helianthus",526,"Agapostemon angelicus",37.0844,-111.9288,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"199","Helianthus",645,"Agapostemon (Agapostemon) angelicus",37.985,-103.8551,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"200","Helianthus",613,"Agapostemon (Agapostemon) angelicus",31.63,-108.8067,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"201","Helianthus",665,"Agapostemon (Agapostemon) angelicus",36.02842,-109.5447,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"202","Helianthus",668,"Agapostemon (Agapostemon) angelicus",42.0931,-102.8697,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"203","Helianthus",651,"Agapostemon (Agapostemon) angelicus",31.69028,-109.1317,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"204","Helianthus annuus",1,"Agapostemon angelicus",31.586731,-108.86935,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"205","Helianthus annuus",607,"Agapostemon (Agapostemon) angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Helianthus annuus",169,"Agapostemon angelicus",33.71,-101.6,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"207","Helianthus annuus",127,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Helianthus annuus",176,"Agapostemon angelicus",34.54,-102.2,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"209","Helianthus annuus",434,"Agapostemon angelicus",37.1936,-111.9205,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"210","Helianthus annuus",452,"Agapostemon angelicus",37.484,-111.2212,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"211","Helianthus annuus",334,"Agapostemon angelicus",37.5903,-111.9328,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"212","Helianthus annuus",337,"Agapostemon angelicus",37.9656,-111.1454,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"213","Helianthus annuus",338,"Agapostemon angelicus",37.5908,-111.9324,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"214","Helianthus annuus",444,"Agapostemon angelicus",37.4764,-111.8874,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"215","Helianthus annuus",625,"Agapostemon (Agapostemon) angelicus",46.4083,-105.84,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"216","Helianthus annuus",451,"Agapostemon angelicus",37.441,-111.2307,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"217","Helianthus annuus",667,"Agapostemon (Agapostemon) angelicus",38.14722,-98.08333,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"218","Helianthus annuus",640,"Agapostemon (Agapostemon) angelicus",34.60167,-105.2078,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"219","Helianthus annuus",635,"Agapostemon (Agapostemon) angelicus",35.02417,-110.5201,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"220","Helianthus annuus",626,"Agapostemon (Agapostemon) angelicus",41.1239,-100.9185,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"221","Helianthus annuus",656,"Agapostemon (Agapostemon) angelicus",32.22167,-110.9258,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"222","Helianthus annuus",663,"Agapostemon (Agapostemon) angelicus",35.02417,-110.8732,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"223","Helianthus ciliaris",165,"Agapostemon angelicus",33.49,-102.4,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"224","Helianthus ciliaris",168,"Agapostemon angelicus",33.68,-102.2,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"225","Helianthus ciliaris",175,"Agapostemon angelicus",33.46,-102.6,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"226","Helianthus ciliaris",182,"Agapostemon angelicus",34.54,-102.2,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"227","Helianthus petiolaris",212,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Helianthus petiolaris",369,"Agapostemon angelicus",37.819,-111.0976,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"229","Helianthus petiolaris",292,"Agapostemon angelicus",37.6924,-111.379,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"230","Helianthus petiolaris",614,"Agapostemon (Agapostemon) angelicus",37.86528,-100.5461,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"231","Helianthus petiolaris",620,"Agapostemon (Agapostemon) angelicus",47.1064,-104.7103,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"232","Helianthus petiolaris",513,"Agapostemon angelicus",37.5102,-111.3435,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"233","Helianthus petiolaris",555,"Agapostemon angelicus",37.5068,-111.349,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"234","Helianthus petiolaris",519,"Agapostemon angelicus",37.441,-111.2307,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"235","Helianthus petiolaris",509,"Agapostemon angelicus",37.1248,-111.976,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"236","Helianthus petiolaris",508,"Agapostemon angelicus",37.4284,-111.2203,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"237","Helianthus petiolaris",642,"Agapostemon (Agapostemon) angelicus",37.97722,-100.8628,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"238","Helianthus petiolaris",559,"Agapostemon angelicus",37.4265,-111.2287,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"239","Helianthus petiolaris",633,"Agapostemon (Agapostemon) angelicus",38.46972,-101.7522,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"240","Helianthus petiolaris",619,"Agapostemon (Agapostemon) angelicus",37.94269,-100.87266,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"241","Helianthus petiolaris",546,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"242","Helianthus petiolaris",552,"Agapostemon angelicus",37.3811,-111.1126,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"243","Helianthus petiolaris",639,"Agapostemon (Agapostemon) angelicus",34.25639,-103.3483,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"244","Helianthus petiolaris",556,"Agapostemon angelicus",37.3744,-111.0404,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"245","Helianthus petiolaris",598,"Agapostemon (Agapostemon) angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Helianthus petiolaris",612,"Agapostemon (Agapostemon) angelicus",38.46972,-101.5676,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"247","Helianthus petiolaris",616,"Agapostemon (Agapostemon) angelicus",39.14172,-100.2319,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"248","Helianthus petiolaris",649,"Agapostemon (Agapostemon) angelicus",33.65995,-104.2032,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"249","Helianthus petiolaris",601,"Agapostemon (Agapostemon) angelicus",34.5467,-100.4904,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"250","Heliomeris multiflora",408,"Agapostemon angelicus",37.303,-112.2742,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"251","Heliomeris multiflora",218,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Heliomeris multiflora",506,"Agapostemon angelicus",37.2117,-112.1227,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"253","Heliomeris multiflora",407,"Agapostemon angelicus",37.2957,-112.2624,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"254","Heterotheca stenophylla",177,"Agapostemon angelicus",34.39,-101.5,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"255","Heterotheca subaxillaris",135,"Agapostemon angelicus",31.571,-108.876,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"256","Heterotheca subaxillaris",143,"Agapostemon angelicus",28.4333,-108.3833,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"257","Heterotheca subaxillaris",611,"Agapostemon (Agapostemon) angelicus",31.83528,-109.0306,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"258","Heterotheca villosa",372,"Agapostemon angelicus",37.85062,-111.35437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"259","Heterotheca villosa",188,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Heterotheca villosa",371,"Agapostemon angelicus",37.84737,-111.35395,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"261","Heterotheca villosa",548,"Agapostemon angelicus",37.3019,-111.1437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"262","Hymenopappus filifolius",225,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Hymenopappus filifolius",277,"Agapostemon angelicus",37.7728,-111.4351,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"264","Hymenopappus filifolius",404,"Agapostemon angelicus",37.8553,-111.4511,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"265","Hymenopappus filifolius",374,"Agapostemon angelicus",37.8494,-111.313,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"266","Hymenopappus filifolius",376,"Agapostemon angelicus",37.85062,-111.35437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"267","Hymenoxys odorata",105,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Ipomopsis gunnisonii",230,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Ipomopsis gunnisonii",473,"Agapostemon angelicus",37.441,-111.2307,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"270","Ipomopsis longiflora",101,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Kallstroemia",139,"Agapostemon angelicus",31.493,-109.338,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"272","Larrea tridentata",10,"Agapostemon angelicus",29.1955,-103.0256,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"273","Larrea tridentata",11,"Agapostemon angelicus",34.85,-115.1166666667,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"274","Larrea tridentata",12,"Agapostemon angelicus",33.8813,-113.545,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"275","Larrea tridentata",13,"Agapostemon angelicus",32.1888,-111.2195,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"276","Larrea tridentata",21,"Agapostemon angelicus",31.33056,-109.21,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"277","Larrea tridentata",36,"Agapostemon angelicus",31.31972,-109.19333,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"278","Larrea tridentata",54,"Agapostemon angelicus",31.3332,-109.22361,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"279","Larrea tridentata",56,"Agapostemon angelicus",31.31883,-109.27283,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"280","Larrea tridentata",57,"Agapostemon angelicus",31.32111,-109.21139,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"281","Larrea tridentata",91,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Lepidium",672,"Agapostemon (Agapostemon) angelicus",31.39,-109.49,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"283","Lepidium alyssoides",151,"Agapostemon angelicus",31.35,-106.4667,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"284","Lepidium montanum",240,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Lepidium montanum",317,"Agapostemon angelicus",37.7808,-111.5353,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"286","Lepidium montanum",315,"Agapostemon angelicus",37.7787,-111.5326,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"287","Lepidium montanum",415,"Agapostemon angelicus",37.4817,-111.2205,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"288","Lepidium thurberi",44,"Agapostemon angelicus",31.31944,-109.28417,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"289","Lepidium thurberi",104,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Lorandersonia linifolia",252,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Lorandersonia linifolia",391,"Agapostemon angelicus",37.6924,-111.379,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"292","Lorandersonia linifolia",576,"Agapostemon angelicus",37.441,-111.2307,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"293","Lupinus",227,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Lupinus",502,"Agapostemon angelicus",37.3603,-112.185,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"295","Lupinus",517,"Agapostemon angelicus",37.3019,-111.1437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"296","Lygodesmia juncea",627,"Agapostemon (Agapostemon) angelicus",35.19806,-111.6506,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"297","Lythrum californicum",69,"Agapostemon angelicus",31.3315,-109.26655,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"298","Lythrum californicum",81,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Lythrum californicum",178,"Agapostemon angelicus",33.49,-102.4,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"300","Machaeranthera",249,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Machaeranthera",454,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"302","Machaeranthera canescens",207,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Machaeranthera canescens",465,"Agapostemon angelicus",37.2941,-111.1414,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"304","Machaeranthera tanacetifolia",637,"Agapostemon (Agapostemon) angelicus",34.18611,-103.3339,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"305","Mahonia fremontii",378,"Agapostemon angelicus",37.8501,-111.3099,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"306","Mahonia fremontii",238,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Mahonia fremontii",279,"Agapostemon angelicus",37.7645,-111.4046,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"308","Mahonia fremontii",281,"Agapostemon angelicus",37.6447,-111.0702,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"309","Mahonia fremontii",282,"Agapostemon angelicus",37.7894,-111.1682,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"310","Mahonia fremontii",294,"Agapostemon angelicus",37.5646,-111.3889,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"311","Mahonia fremontii",296,"Agapostemon angelicus",37.6032,-111.9161,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"312","Mahonia fremontii",403,"Agapostemon angelicus",37.9748,-111.2601,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"313","Malacothrix fendleri",20,"Agapostemon angelicus",31.31445,-109.2392,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"314","Malacothrix fendleri",37,"Agapostemon angelicus",31.31972,-109.19333,"MX","MÃ©xico",NA,NA,NA,NA,NA,NA,NA,NA
"315","Malacothrix fendleri",90,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Malacothrix glabrata",122,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Malvella",84,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Malvella leprosa",160,"Agapostemon angelicus",35.26,-100.9,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"319","Marrubium vulgare",247,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Marrubium vulgare",466,"Agapostemon angelicus",37.3019,-111.1437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"321","Marrubium vulgare",464,"Agapostemon angelicus",37.303,-112.2742,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"322","Marrubium vulgare",630,"Agapostemon (Agapostemon) angelicus",33.68333,-109.05,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"323","Medicago sativa",167,"Agapostemon angelicus",40.6,-103.5,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"324","Medicago sativa",180,"Agapostemon angelicus",40.56,-103.5,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"325","Medicago sativa",216,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Medicago sativa",359,"Agapostemon angelicus",37.9138,-111.2507,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"327","Melilotus",631,"Agapostemon (Agapostemon) angelicus",38.08444,-99.89306,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"328","Melilotus albus",206,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Melilotus albus",289,"Agapostemon angelicus",37.7808,-111.5353,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"330","Melilotus albus",291,"Agapostemon angelicus",37.85062,-111.35437,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"331","Melilotus albus",398,"Agapostemon angelicus",37.8651,-111.317,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"332","Melilotus albus",476,"Agapostemon angelicus",37.4048,-111.6497,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"333","Melilotus officinalis",130,"Agapostemon angelicus",31.8825,-109.206,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"334","Melilotus officinalis",179,"Agapostemon angelicus",40.59,-103.5,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"335","Melilotus officinalis",187,"Agapostemon angelicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Melilotus officinalis",284,"Agapostemon angelicus",37.7296,-111.6332,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
"337","Melilotus officinalis",367,"Agapostemon angelicus",37.84737,-111.35395,"US","Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA
